
# All favored seeds win:
sMIN 01,08,05,04,06,03,07,02,01,08,05,04,06,03,07,02,01,08,05,04,06,03,07,02,01,08,05,04,06,03,07,02,01,04,03,02,01,04,03,02,01,04,03,02,01,04,03,02,01,02,01,02,01,02,01,02,01,01,01,01,01,01,01

# No favored seeds win:
sMAX 16,09,12,13,11,14,10,15,16,09,12,13,11,14,10,15,16,09,12,13,11,14,10,15,16,09,12,13,11,14,10,15,16,13,14,15,16,13,14,15,16,13,14,15,16,13,14,15,16,15,16,15,16,15,16,15,16,16,16,16,16,16,16

# Minimum average 3rd-round seed differential:
dMN3 01,09,12,04,11,03,10,02,01,09,12,04,11,03,10,02,01,09,12,04,11,03,10,02,01,09,12,04,11,03,10,02,01,04,03,02,01,04,03,02,01,04,03,02,01,04,03,02,01,02,01,02,01,02,01,02,01,01,01,01,01,01,01

# Maximum average 3rd-round seed differential:
dMX3 16,08,05,13,06,14,07,15,16,08,05,13,06,14,07,15,16,08,05,13,06,14,07,15,16,08,05,13,06,14,07,15,16,13,14,15,16,13,14,15,16,13,14,15,16,13,14,15,16,15,16,15,16,15,16,15,16,16,16,16,16,16,16

# Minimum average 4th-round seed differential:
dMN4 01,08,05,13,06,14,07,02,01,08,05,13,06,14,07,02,01,08,05,13,06,14,07,02,01,08,05,13,06,14,07,02,01,13,14,02,01,13,14,02,01,13,14,02,01,13,14,02,01,02,01,02,01,02,01,02,01,01,01,01,01,01,01

# Maximum average 4th-round seed differential:
dMX4 16,09,12,04,11,03,10,15,16,09,12,04,11,03,10,15,16,09,12,04,11,03,10,15,16,09,12,04,11,03,10,15,16,04,03,15,16,04,03,15,16,04,03,15,16,04,03,15,16,15,16,15,16,15,16,15,16,16,16,16,16,16,16

# Minimum average 5th-round seed differential:
dMN5 01,08,05,04,06,03,07,15,01,08,05,04,06,03,07,15,01,08,05,04,06,03,07,15,01,08,05,04,06,03,07,15,01,04,03,15,01,04,03,15,01,04,03,15,01,04,03,15,01,15,01,15,01,15,01,15,01,01,01,01,01,01,01

# Maximum average 5th-round seed differential:
dMX5 16,09,12,13,11,14,10,02,16,09,12,13,11,14,10,02,16,09,12,13,11,14,10,02,16,09,12,13,11,14,10,02,16,13,14,02,16,13,14,02,16,13,14,02,16,13,14,02,16,02,16,02,16,02,16,02,16,16,16,16,16,16,16

# Minimum average 6th-round seed differential:
dMN6 01,08,05,04,06,03,07,02,16,08,05,04,06,03,07,02,01,08,05,04,06,03,07,02,16,08,05,04,06,03,07,02,01,04,03,02,16,04,03,02,01,04,03,02,16,04,03,02,01,02,16,02,01,02,16,02,01,16,01,16,01,01,01

# Maximum average 6th-round seed differential:
dMX6 16,09,12,13,11,14,10,15,01,09,12,13,11,14,10,15,16,09,12,13,11,14,10,15,01,09,12,13,11,14,10,15,16,13,14,15,01,13,14,15,16,13,14,15,01,13,14,15,16,15,01,15,16,15,01,15,16,01,16,01,16,16,16

# Minimum average 7th-round seed differential:
dMN7 01,08,05,04,06,03,07,02,01,08,05,04,06,03,07,02,01,08,05,04,06,03,07,02,16,08,05,04,06,03,07,02,01,04,03,02,01,04,03,02,01,04,03,02,16,04,03,02,01,02,01,02,01,02,16,02,01,01,01,16,01,16,01

# Maximum average 7th-round seed differential:
dMX7 16,09,12,13,11,14,10,15,16,09,12,13,11,14,10,15,16,09,12,13,11,14,10,15,01,09,12,13,11,14,10,15,16,13,14,15,16,13,14,15,16,13,14,15,01,13,14,15,16,15,16,15,16,15,01,15,16,16,16,01,16,01,16
